gender,city,customer_segment,original_price,discount_pct,quantity,purchase_amount,purchase_hour,is_weekend,is_black_friday
Male,Houston,Returning,127.46,15,1,108.34,20,0,0
Female,Atlanta,Loyal,233.89,25,1,175.42,4,0,0
Male,Atlanta,New,1158.87,40,1,695.32,20,0,1
Female,Los Angeles,VIP,45.39,25,1,34.04,11,0,1
Male,Miami,Loyal,226.68,40,1,136.01,15,1,0
Female,Los Angeles,Returning,16.9,20,1,13.52,0,0,0
Male,Dallas,Returning,414.93,20,1,331.94,15,0,0
Other,Atlanta,Loyal,70.87,35,1,46.07,13,1,0
Female,San Francisco,Loyal,257.9,20,2,412.64,23,0,0
Male,New York,New,787.39,15,1,669.28,20,1,0
Other,Chicago,Returning,244.33,30,3,513.09,9,1,0
Other,New York,New,226.06,15,1,192.15,17,1,0
Other,Dallas,Returning,31.5,40,1,18.9,5,0,0
Male,Miami,Loyal,319.11,35,1,207.42,10,0,0
Female,Miami,Loyal,988.8,20,1,791.04,3,0,0
Male,Chicago,New,186.38,10,1,167.74,23,1,0
Male,Chicago,New,97.3,20,2,155.68,10,1,0
Female,Seattle,New,143.71,35,2,186.82,17,0,0
Female,Phoenix,Loyal,22.8,30,1,15.96,9,1,0
Other,Miami,Loyal,239.33,30,1,167.53,21,0,0
Other,Los Angeles,Returning,77.01,50,1,38.51,12,1,0
Female,Dallas,Returning,265.36,40,1,159.22,21,0,0
Female,Dallas,Loyal,410.02,20,1,328.02,15,0,0
Male,Miami,Loyal,134.09,35,1,87.16,16,0,0
Other,Chicago,New,135.44,10,1,121.9,9,0,1
Male,Houston,VIP,141.61,25,3,318.63,18,0,0
Female,Seattle,Loyal,64.82,10,1,58.34,10,0,0
Other,Seattle,Loyal,40.75,30,1,28.52,2,1,0
Other,Houston,Returning,233.18,25,1,174.88,2,0,0
Female,San Francisco,New,180.57,20,1,144.46,2,0,1
Other,Phoenix,New,636.52,35,1,413.74,20,1,0
Female,Houston,Returning,36.42,40,1,21.85,1,0,0
Male,Houston,Returning,44.14,25,1,33.11,19,0,0
Other,Seattle,New,30.0,15,2,51.0,18,0,0
Other,New York,New,572.91,25,1,429.68,14,0,1
Other,Dallas,Loyal,331.59,5,1,315.01,4,0,0
Other,San Francisco,Loyal,1976.38,30,1,1383.47,20,0,0
Other,Houston,Returning,981.5,35,1,637.98,10,0,0
Other,Seattle,New,379.57,35,2,493.44,12,0,0
Other,Atlanta,Returning,48.13,25,1,36.1,4,0,0
Female,Houston,New,87.66,35,1,56.98,21,0,0
Female,Atlanta,Loyal,222.24,20,1,177.79,17,0,0
Male,New York,New,822.76,25,2,1234.14,7,0,1
Other,Miami,VIP,56.21,10,2,101.18,7,1,0
Other,Dallas,New,155.04,20,1,124.03,8,1,0
Male,Chicago,VIP,74.2,40,2,89.04,2,1,0
Female,Atlanta,Returning,577.24,50,1,288.62,3,0,0
Male,Phoenix,Loyal,196.29,30,1,137.4,17,0,0
Female,New York,Loyal,17.66,15,1,15.01,4,0,0
Other,Phoenix,New,200.33,30,1,140.23,15,0,0
Male,Chicago,New,2320.88,15,2,3945.5,21,0,0
Female,Los Angeles,New,719.42,15,1,611.51,4,0,0
Male,New York,Loyal,106.79,40,1,64.07,8,0,0
Other,Seattle,Returning,87.85,25,2,131.78,6,0,0
Other,Seattle,Loyal,233.77,25,2,350.66,7,0,0
Female,Los Angeles,Loyal,229.9,30,1,160.93,20,0,0
Female,Miami,Loyal,458.5,5,1,435.58,15,1,0
Female,Houston,Returning,1067.69,5,2,2028.62,8,0,0
Female,Houston,Returning,1040.96,30,1,728.67,16,0,0
Female,New York,New,182.23,25,2,273.34,9,0,0
Female,New York,New,299.41,20,1,239.53,1,0,0
Female,San Francisco,Returning,151.19,30,2,211.66,2,1,0
Female,San Francisco,New,604.8,20,1,483.84,12,0,0
Female,Houston,Returning,178.51,5,1,169.58,8,1,0
Female,Atlanta,New,52.41,25,1,39.31,2,1,0
Female,Chicago,Returning,177.11,30,1,123.98,6,0,0
Male,Atlanta,VIP,1219.79,20,2,1951.66,7,1,0
Male,Dallas,VIP,85.92,35,2,111.7,7,1,0
Male,Los Angeles,New,93.84,20,1,75.07,9,0,0
Female,Dallas,Returning,63.9,20,1,51.12,6,1,0
Other,Dallas,Returning,28.06,20,2,44.9,5,0,0
Male,Houston,New,288.48,30,1,201.94,5,0,0
Female,San Francisco,New,234.15,35,1,152.2,6,0,0
Male,Los Angeles,Loyal,124.9,10,1,112.41,15,0,1
Other,Chicago,Returning,121.67,25,1,91.25,10,0,0
Male,Houston,Loyal,312.57,25,1,234.43,23,0,0
Male,Miami,Loyal,221.24,30,2,309.74,2,0,0
Female,Los Angeles,Returning,123.89,20,2,198.22,11,0,0
Other,Atlanta,VIP,77.25,20,1,61.8,12,1,0
Male,Dallas,New,99.14,40,1,59.48,19,0,0
Female,Phoenix,Returning,187.32,25,2,280.98,12,1,0
Male,Los Angeles,New,48.63,25,2,72.94,23,0,0
Other,Miami,New,176.8,15,2,300.56,11,0,0
Male,Chicago,New,323.83,25,1,242.87,11,0,0
Female,Phoenix,New,410.99,10,2,739.78,3,0,1
Male,Los Angeles,Returning,228.75,20,1,183.0,19,0,0
Male,Miami,New,1107.75,20,1,886.2,1,0,0
Other,Miami,New,82.74,10,1,74.47,21,0,0
Female,Phoenix,VIP,132.16,30,2,185.02,14,0,0
Male,Los Angeles,New,35.38,25,1,26.54,3,1,0
Male,Chicago,Returning,2276.91,20,2,3643.06,3,1,0
Female,Los Angeles,VIP,847.66,30,1,593.36,5,0,0
Male,Atlanta,Returning,41.1,40,2,49.32,12,0,1
Other,Los Angeles,Returning,23.94,20,1,19.15,19,0,0
Male,Chicago,Returning,120.97,25,1,90.73,19,0,0
Other,Phoenix,Returning,330.93,15,1,281.29,7,0,0
Other,Chicago,New,1317.84,20,1,1054.27,10,0,0
Female,New York,Returning,29.31,10,1,26.38,20,0,1
Female,Atlanta,Returning,307.77,15,1,261.6,11,0,0
Female,Chicago,New,339.4,25,1,254.55,1,0,0
Female,Phoenix,Loyal,56.77,30,2,79.48,18,0,0
Other,Miami,Returning,359.6,15,1,305.66,8,1,0
Female,Miami,VIP,2179.78,10,1,1961.8,2,1,0
Female,Miami,VIP,445.34,10,1,400.81,11,1,0
Male,Houston,Returning,50.71,30,1,35.5,21,0,0
Male,Seattle,Returning,108.52,20,3,260.46,8,0,1
Male,Miami,New,12.41,15,3,31.65,15,0,0
Female,San Francisco,Loyal,75.48,15,2,128.32,19,0,0
Other,New York,Returning,151.72,10,1,136.55,14,1,0
Other,Miami,Loyal,438.6,20,1,350.88,2,0,0
Other,Seattle,Returning,196.58,35,3,383.34,17,1,0
Other,Phoenix,Loyal,768.66,20,1,614.93,16,0,0
Female,Seattle,Loyal,63.87,35,2,83.04,21,0,0
Female,Houston,VIP,404.62,30,2,566.46,6,0,1
Male,Atlanta,Loyal,1556.66,40,1,934.0,19,0,0
Other,New York,Loyal,477.62,15,1,405.98,18,0,0
Female,Los Angeles,New,88.55,5,1,84.12,15,0,0
Female,Atlanta,Returning,140.8,25,1,105.6,19,0,0
Other,Atlanta,New,305.89,15,1,260.01,15,0,0
Other,Atlanta,Returning,358.73,20,2,573.96,1,1,0
Female,Houston,Loyal,245.24,25,1,183.93,1,0,0
Other,San Francisco,Loyal,218.8,20,1,175.04,19,0,1
Male,Chicago,Returning,138.79,35,2,180.42,0,0,0
Other,Atlanta,VIP,216.23,50,2,216.24,19,0,0
Other,Dallas,Loyal,273.47,20,1,218.78,6,1,0
Other,San Francisco,Returning,53.75,40,2,64.5,19,0,0
Other,Los Angeles,Returning,281.51,25,1,211.13,1,1,0
Other,Houston,VIP,317.69,25,1,238.27,23,0,1
Male,Miami,Returning,214.62,60,1,85.85,7,0,0
Female,Seattle,New,105.0,15,1,89.25,2,0,1
Male,San Francisco,Returning,182.68,25,2,274.02,16,0,0
Female,New York,New,1074.82,35,1,698.63,20,0,0
Other,Los Angeles,New,73.58,20,1,58.86,2,1,0
Male,Los Angeles,New,123.21,40,1,73.93,0,0,1
Other,Chicago,New,167.8,25,2,251.7,19,0,0
Other,Atlanta,Returning,158.27,10,1,142.44,14,1,0
Female,Los Angeles,New,677.31,20,1,541.85,22,0,0
Other,Phoenix,New,56.6,20,1,45.28,1,1,0
Other,Atlanta,Loyal,25.45,20,2,40.72,22,0,0
Other,Dallas,Returning,210.07,10,1,189.06,20,1,0
Male,Dallas,Loyal,17.01,30,1,11.91,1,0,0
Female,San Francisco,New,939.17,30,1,657.42,12,0,1
Male,Phoenix,Returning,249.36,30,3,523.65,21,0,1
Male,Seattle,Returning,1085.41,35,1,705.52,16,0,0
Female,Miami,Returning,95.52,35,1,62.09,16,0,0
Female,Phoenix,New,1734.57,40,2,2081.48,23,0,0
Other,Seattle,VIP,8.85,25,1,6.64,19,0,1
Female,Phoenix,Returning,135.39,15,1,115.08,6,1,0
Other,Houston,Returning,76.77,30,1,53.74,7,0,0
Female,Miami,Returning,60.52,35,1,39.34,2,0,0
Male,New York,New,312.62,30,1,218.83,18,1,0
Male,Miami,New,402.11,25,1,301.58,7,0,0
Other,San Francisco,Returning,870.2,25,1,652.65,4,0,0
Female,Chicago,New,145.24,30,1,101.67,5,0,0
Other,New York,New,241.61,25,1,181.21,13,0,0
Female,Miami,New,86.58,30,1,60.61,5,1,0
Other,Seattle,Returning,108.46,20,1,86.77,16,0,0
Female,Phoenix,New,126.78,30,2,177.5,22,0,0
Male,Dallas,Loyal,1182.48,20,1,945.98,3,0,0
Other,Chicago,New,1058.28,30,2,1481.6,18,0,0
Other,Atlanta,New,12.9,30,4,36.12,15,0,0
Other,Houston,Loyal,182.99,10,1,164.69,15,0,0
Female,Atlanta,Loyal,65.08,25,1,48.81,6,1,0
Other,Phoenix,New,46.88,35,1,30.47,11,0,1
Male,Los Angeles,Returning,63.21,40,1,37.93,7,0,1
Male,Los Angeles,New,541.37,25,2,812.06,16,1,0
Male,Phoenix,Loyal,328.97,35,2,427.66,1,0,0
Male,Phoenix,VIP,20.53,35,1,13.34,14,1,0
Male,Miami,Returning,105.36,20,1,84.29,5,0,0
Male,New York,Returning,548.6,5,1,521.17,11,0,0
Female,Seattle,New,447.78,40,2,537.34,18,0,0
Other,New York,Loyal,131.52,30,3,276.18,10,0,0
Other,Houston,VIP,1471.16,30,1,1029.81,5,1,0
Female,Phoenix,VIP,41.64,10,1,37.48,21,0,0
Female,Miami,Returning,184.89,60,2,147.92,13,0,0
Male,Houston,Loyal,206.79,40,1,124.07,4,0,0
Other,Houston,New,186.14,40,1,111.68,1,0,0
Male,Chicago,New,336.23,30,1,235.36,7,1,0
Female,Los Angeles,Returning,179.8,30,1,125.86,6,1,0
Male,San Francisco,New,181.94,20,1,145.55,7,0,1
Other,Seattle,New,14.43,40,4,34.64,10,0,0
Male,Houston,Returning,118.16,5,3,336.75,7,0,0
Male,Dallas,New,179.35,10,1,161.42,6,0,0
Other,Seattle,New,158.73,40,1,95.24,12,0,0
Male,Los Angeles,New,29.41,35,1,19.12,13,0,0
Other,Dallas,New,14.48,20,1,11.58,21,0,0
Female,Phoenix,Loyal,7.66,50,2,7.66,23,0,0
Other,Houston,Returning,296.69,40,1,178.01,20,0,0
Male,Atlanta,Loyal,471.06,35,2,612.38,4,0,0
Female,Dallas,VIP,933.05,40,1,559.83,10,0,0
Male,Los Angeles,Returning,93.06,50,1,46.53,5,0,0
Male,New York,Loyal,275.2,25,1,206.4,1,0,0
Male,Phoenix,Loyal,95.8,20,2,153.28,23,0,0
Male,Houston,Returning,54.86,35,2,71.32,19,0,1
Male,Dallas,Returning,27.84,25,1,20.88,11,0,0
Female,Los Angeles,Loyal,143.61,25,1,107.71,9,0,0
Female,San Francisco,Loyal,89.51,10,1,80.56,2,1,0
Other,Los Angeles,Loyal,499.28,35,1,324.53,10,0,0
Male,Phoenix,VIP,2310.57,30,2,3234.8,7,0,1
Male,Atlanta,Returning,58.59,50,2,58.6,9,0,0
Female,New York,Loyal,223.05,35,1,144.98,20,0,0
Other,Dallas,Returning,2033.07,20,2,3252.92,4,0,0
Male,Houston,Returning,377.33,5,1,358.46,1,0,0
Female,Atlanta,New,7.18,35,1,4.67,9,0,0
Female,Atlanta,New,19.55,35,1,12.71,8,0,0
Female,New York,Returning,80.41,25,1,60.31,4,0,0
Male,Houston,Returning,2328.79,25,4,6986.36,21,0,0
Male,New York,Returning,110.0,25,4,330.0,4,0,0
Male,Houston,Loyal,145.62,10,1,131.06,18,0,0
Other,Atlanta,New,12.98,30,1,9.09,6,0,1
Male,Houston,Returning,129.15,10,4,464.96,15,0,0
Male,San Francisco,New,45.72,15,1,38.86,17,0,0
Other,Los Angeles,Loyal,173.31,25,1,129.98,18,0,0
Other,Houston,Returning,151.7,20,1,121.36,5,1,0
Other,Houston,New,202.47,25,1,151.85,22,0,0
Other,Seattle,New,479.41,20,1,383.53,22,1,0
Male,Chicago,New,40.4,25,4,121.2,22,1,0
Male,San Francisco,Returning,341.32,20,1,273.06,23,1,0
Other,Chicago,Returning,148.25,25,2,222.38,2,0,0
Male,Dallas,Returning,132.01,20,2,211.22,17,0,1
Other,Miami,Loyal,272.72,30,1,190.9,18,0,0
Other,Miami,Returning,209.89,20,2,335.82,22,0,0
Female,New York,Loyal,368.36,20,2,589.38,13,0,0
Male,Miami,New,119.58,30,1,83.71,5,0,0
Male,Chicago,Returning,177.6,25,3,399.6,5,1,0
Female,New York,New,154.15,15,1,131.03,11,0,0
Female,Dallas,New,53.54,35,1,34.8,20,0,0
Other,New York,New,221.45,20,2,354.32,3,0,0
Other,Phoenix,New,99.76,10,3,269.34,14,0,0
Male,Phoenix,New,180.47,35,1,117.31,1,0,0
Female,New York,New,842.53,10,2,1516.56,17,1,0
Female,Miami,New,94.85,5,1,90.11,12,0,0
Male,Los Angeles,Returning,201.77,40,2,242.12,11,0,0
Female,Miami,New,202.73,30,2,283.82,3,0,1
Other,Houston,VIP,2316.98,25,3,5213.22,20,0,0
Female,Seattle,New,59.98,10,1,53.98,11,0,0
Male,Dallas,Returning,123.65,5,3,352.41,2,1,0
Female,San Francisco,New,177.24,50,1,88.62,22,0,0
Other,Houston,Loyal,119.32,25,1,89.49,18,0,0
Other,Miami,New,2101.91,20,5,8407.65,10,0,0
Female,Houston,New,611.27,25,1,458.45,1,0,0
Female,Chicago,Returning,226.3,10,4,814.68,4,0,0
Other,San Francisco,VIP,91.18,10,1,82.06,21,0,0
Male,Phoenix,Returning,2212.23,30,1,1548.56,19,0,0
Male,Atlanta,New,106.24,10,5,478.1,3,1,0
Female,Miami,New,15.25,35,4,39.64,0,0,0
Female,Atlanta,Returning,183.25,25,1,137.44,0,0,0
Other,New York,New,137.28,15,2,233.38,17,1,0
Other,San Francisco,New,207.71,35,2,270.02,10,0,0
Other,Miami,New,990.54,15,1,841.96,10,0,0
Male,Atlanta,New,279.46,50,1,139.73,0,0,0
Other,New York,Loyal,249.52,30,1,174.66,13,0,1
Male,Los Angeles,Loyal,166.71,30,1,116.7,10,0,0
Other,Atlanta,New,488.98,20,2,782.36,1,0,0
Male,Phoenix,Loyal,169.03,20,4,540.88,6,1,0
Male,Phoenix,New,113.04,35,2,146.96,20,0,0
Female,Phoenix,Returning,247.7,30,1,173.39,13,0,0
Female,Los Angeles,Returning,301.23,15,1,256.05,5,1,0
Other,Chicago,Loyal,231.75,40,1,139.05,3,0,1
Male,Seattle,Loyal,91.92,40,1,55.15,16,0,1
Female,Atlanta,Loyal,182.14,20,2,291.42,5,0,0
Female,Houston,Loyal,170.98,25,2,256.46,18,0,0
Female,Chicago,Returning,1127.59,40,1,676.55,1,0,0
Male,San Francisco,New,203.45,15,1,172.93,2,0,0
Male,Los Angeles,VIP,202.54,25,1,151.9,6,0,0
Other,Los Angeles,VIP,311.07,5,1,295.52,10,0,0
Other,Houston,VIP,304.25,50,2,304.24,5,0,1
Female,New York,Returning,103.1,40,1,61.86,1,0,0
Male,Miami,Returning,82.26,40,1,49.36,1,0,1
Other,Houston,Loyal,63.59,25,2,95.38,18,0,0
Other,Seattle,VIP,118.21,20,1,94.57,11,0,0
Male,Dallas,Loyal,172.19,25,1,129.14,23,1,0
Other,Phoenix,New,107.15,25,1,80.36,9,0,0
Other,Phoenix,Returning,245.48,50,1,122.74,8,1,0
Male,Chicago,New,427.53,10,3,1154.34,19,0,0
Male,Seattle,Loyal,920.13,20,1,736.1,5,1,0
Female,Houston,New,113.84,25,1,85.38,17,1,0
Female,Phoenix,Returning,217.18,20,1,173.74,11,0,0
Female,Atlanta,Returning,455.58,35,3,888.39,19,0,0
Female,Seattle,Returning,116.02,25,2,174.04,5,1,0
Other,Atlanta,Returning,95.65,25,1,71.74,21,0,0
Male,Miami,New,90.72,25,4,272.16,9,0,0
Other,Los Angeles,New,162.35,25,2,243.52,16,1,0
Male,Dallas,Loyal,278.24,25,1,208.68,11,0,1
Other,Dallas,Returning,104.45,15,2,177.56,17,0,0
Other,Seattle,Loyal,6.35,25,1,4.76,16,1,0
Male,Seattle,Returning,186.37,10,1,167.73,3,0,0
Other,New York,Returning,425.91,15,1,362.02,5,1,0
Female,Miami,Returning,77.77,15,1,66.1,3,0,0
Female,Phoenix,Loyal,345.67,20,1,276.54,4,0,0
Other,Chicago,Loyal,281.59,30,1,197.11,9,0,0
Female,Seattle,New,344.02,40,1,206.41,10,0,0
Female,Dallas,New,28.16,30,1,19.71,1,0,0
Other,Seattle,New,90.36,50,1,45.18,5,0,0
Female,Houston,Loyal,65.69,10,2,118.24,20,0,0
Other,Seattle,VIP,85.5,30,1,59.85,19,0,0
Female,Houston,Loyal,265.56,30,1,185.89,18,0,0
Female,Atlanta,New,168.11,10,4,605.2,20,0,0
Female,Chicago,VIP,102.3,30,1,71.61,9,1,0
Male,Miami,VIP,42.76,15,1,36.35,4,0,1
Other,Miami,New,16.88,20,1,13.5,21,0,0
Male,Miami,Loyal,105.49,30,1,73.84,4,0,0
Male,Dallas,Loyal,91.65,20,2,146.64,20,0,0
Other,Phoenix,New,21.24,5,1,20.18,16,0,1
Other,New York,New,106.6,25,1,79.95,10,0,0
Other,Dallas,Returning,8.15,35,1,5.3,16,0,0
Other,San Francisco,New,142.87,15,1,121.44,6,0,0
Other,Miami,VIP,934.53,20,1,747.62,17,0,1
Other,Phoenix,Loyal,2111.44,25,1,1583.58,11,0,0
Male,Atlanta,Loyal,161.01,30,1,112.71,4,0,1
Male,New York,Loyal,157.94,10,1,142.15,16,0,0
Male,Dallas,Returning,231.97,25,1,173.98,19,0,1
Other,Miami,Loyal,51.6,15,1,43.86,16,1,0
Male,Houston,New,142.63,60,1,57.05,18,1,0
Female,Phoenix,Loyal,9.81,10,2,17.66,3,0,0
Female,Seattle,Returning,158.74,5,1,150.8,1,0,0
Male,Seattle,Returning,241.91,10,2,435.44,20,1,0
Female,Atlanta,Returning,101.76,30,1,71.23,8,1,0
Other,Miami,Loyal,25.76,35,2,33.48,7,0,0
Other,New York,Returning,117.45,20,1,93.96,5,0,0
Male,San Francisco,Loyal,206.47,20,2,330.36,0,0,0
Other,Houston,VIP,95.51,25,1,71.63,2,0,0
Male,Houston,New,228.93,25,1,171.7,0,0,0
Other,Seattle,Loyal,980.65,5,2,1863.24,8,0,1
Female,Los Angeles,Returning,49.58,60,2,39.66,7,0,1
Other,Chicago,Returning,2494.33,5,2,4739.22,0,1,0
Other,Dallas,New,2421.99,20,1,1937.59,8,0,0
Female,Houston,Returning,296.24,25,1,222.18,6,0,0
Female,Dallas,Loyal,2349.6,5,2,4464.24,6,0,1
Female,Atlanta,Returning,505.48,30,1,353.84,10,0,0
Male,Houston,New,245.58,25,1,184.18,9,0,0
Female,Atlanta,Loyal,409.94,30,1,286.96,12,0,0
Male,San Francisco,Loyal,557.8,15,1,474.13,9,0,0
Other,Dallas,New,29.58,20,1,23.66,23,0,0
Other,Phoenix,Loyal,38.76,30,1,27.13,6,1,0
Female,Houston,New,359.11,20,1,287.29,23,0,0
Female,San Francisco,Loyal,59.17,35,3,115.38,6,0,0
Male,Seattle,Loyal,51.94,25,1,38.96,12,1,0
Female,Atlanta,New,900.41,50,2,900.4,21,0,0
Female,San Francisco,New,110.87,10,1,99.78,7,0,1
Female,Chicago,Loyal,127.24,35,3,248.13,6,1,0
Other,Los Angeles,Loyal,599.27,30,1,419.49,17,0,0
Male,Dallas,New,92.95,15,1,79.01,21,0,0
Female,Chicago,Returning,242.54,25,2,363.8,1,0,0
Other,Atlanta,Returning,339.7,15,2,577.48,17,1,0
Other,Seattle,Returning,1445.79,30,1,1012.05,6,0,0
Other,Phoenix,New,207.05,20,1,165.64,12,0,0
Male,Dallas,New,2014.31,25,1,1510.73,16,0,0
Female,Dallas,Returning,112.67,15,1,95.77,8,1,0
Male,Dallas,VIP,195.27,10,1,175.74,23,0,0
Female,Atlanta,New,210.51,35,1,136.83,7,0,0
Other,Atlanta,New,241.3,20,2,386.08,9,0,0
Other,Chicago,Loyal,17.9,10,2,32.22,17,0,0
Other,Dallas,Returning,247.59,35,2,321.86,18,0,0
Male,Miami,Loyal,165.35,20,1,132.28,18,0,0
Female,Chicago,New,190.71,20,1,152.57,8,0,0
Other,Houston,VIP,519.65,20,2,831.44,22,0,0
Other,Atlanta,Loyal,182.22,40,2,218.66,13,0,1
Other,Atlanta,Returning,1702.7,15,1,1447.3,8,0,1
Female,Los Angeles,VIP,493.87,25,1,370.4,13,0,0
Female,Seattle,Returning,188.92,50,1,94.46,13,0,1
Other,Phoenix,Returning,649.31,20,2,1038.9,21,0,0
Female,Los Angeles,Loyal,255.47,30,1,178.83,20,0,0
Other,Houston,New,216.33,20,1,173.06,19,0,0
Male,Atlanta,New,319.04,25,1,239.28,14,1,0
Male,Seattle,New,113.47,35,1,73.76,1,1,0
Male,Houston,New,34.4,25,2,51.6,6,0,0
Male,Chicago,New,122.73,5,3,349.77,23,1,0
Female,Houston,Returning,460.58,15,1,391.49,10,1,0
Male,Chicago,Returning,415.19,30,1,290.63,13,1,0
Other,Atlanta,New,87.11,50,2,87.12,11,1,0
Male,San Francisco,Loyal,76.32,5,2,145.0,20,0,0
Other,Houston,Returning,66.32,10,1,59.69,3,0,0
Female,Dallas,Returning,444.12,30,2,621.76,8,0,1
Other,Seattle,New,144.07,25,1,108.05,16,0,0
Male,Los Angeles,New,198.67,15,3,506.61,19,0,0
Other,Phoenix,Loyal,373.28,20,1,298.62,22,0,0
Male,San Francisco,Loyal,211.02,40,1,126.61,0,0,0
Male,Chicago,New,19.24,30,5,67.35,13,1,0
Male,Atlanta,New,138.71,30,1,97.1,8,0,0
Female,Chicago,Returning,203.58,35,1,132.33,7,0,0
Female,Atlanta,New,431.15,35,1,280.25,1,0,0
Female,Dallas,Returning,25.24,30,1,17.67,23,1,0
Female,Dallas,New,197.84,25,1,148.38,22,1,0
Male,Miami,Returning,154.64,40,1,92.78,11,0,0
Other,Chicago,Loyal,544.29,10,2,979.72,20,0,1
Other,New York,New,223.84,35,4,582.0,9,0,0
Male,Chicago,New,56.28,15,1,47.84,7,0,0
Other,Phoenix,Returning,90.31,25,1,67.73,12,0,0
Male,Seattle,Returning,294.54,35,1,191.45,11,1,0
Male,New York,VIP,281.14,25,1,210.86,0,0,0
Female,San Francisco,Loyal,35.63,50,1,17.82,7,0,1
Male,Atlanta,New,379.77,25,1,284.83,5,1,0
Male,Chicago,Loyal,771.64,35,1,501.57,12,0,0
Female,San Francisco,New,109.92,15,1,93.43,2,0,0
Other,New York,New,163.89,25,2,245.84,16,1,0
Male,San Francisco,New,484.86,40,1,290.92,1,1,0
Female,Miami,New,84.8,35,2,110.24,1,1,0
Female,Miami,Returning,325.79,10,1,293.21,0,0,0
Female,Miami,Returning,116.0,25,1,87.0,8,0,0
Other,Miami,New,148.51,10,1,133.66,8,1,0
Other,Atlanta,New,82.04,40,1,49.22,6,0,1
Male,Phoenix,New,205.07,10,1,184.56,12,1,0
Other,Chicago,Returning,233.69,35,1,151.9,15,0,1
Male,Houston,Returning,730.97,25,2,1096.46,3,0,0
Male,Miami,New,155.23,35,1,100.9,14,0,0
Male,Seattle,Returning,298.69,30,1,209.08,3,0,0
Other,Seattle,Returning,153.32,60,1,61.33,7,0,0
Other,Miami,New,89.79,40,1,53.87,14,0,1
Other,Los Angeles,Returning,100.72,30,2,141.0,2,0,0
Other,Dallas,Loyal,110.45,20,3,265.08,1,0,0
Female,Chicago,New,202.27,25,1,151.7,8,0,1
Male,Houston,Loyal,72.25,30,2,101.16,8,0,0
Male,Dallas,Loyal,174.11,25,1,130.58,16,0,1
Other,Houston,Returning,522.4,40,1,313.44,5,0,0
Other,San Francisco,New,249.01,15,1,211.66,0,1,0
Other,Miami,Loyal,64.82,15,1,55.1,4,1,0
Other,Seattle,New,167.01,15,1,141.96,9,0,0
Female,San Francisco,Returning,1374.26,40,2,1649.12,13,0,0
Female,Atlanta,New,2472.63,15,1,2101.74,0,0,1
Other,Chicago,Loyal,157.26,30,1,110.08,13,0,1
Other,New York,VIP,918.9,15,1,781.06,5,0,1
Other,New York,Returning,273.0,30,1,191.1,16,1,0
Other,Dallas,VIP,426.63,25,1,319.97,15,0,0
Male,San Francisco,VIP,1952.92,35,1,1269.4,5,0,0
Female,Miami,Loyal,25.54,50,4,51.08,10,1,0
Male,Dallas,VIP,199.16,10,1,179.24,16,0,0
Female,Dallas,VIP,37.72,20,1,30.18,12,0,0
Other,Phoenix,Returning,131.58,35,1,85.53,12,0,1
Female,Houston,Returning,89.29,40,1,53.57,0,0,0
Male,New York,Loyal,220.17,25,1,165.13,6,0,0
Female,Atlanta,Returning,31.59,20,1,25.27,19,0,0
Male,Dallas,Loyal,330.14,20,1,264.11,18,1,0
Other,Miami,New,124.63,30,1,87.24,0,1,0
Other,Miami,VIP,109.75,10,1,98.78,20,0,0
Other,Phoenix,New,1055.58,30,1,738.91,23,0,0
Other,Phoenix,Loyal,194.1,10,1,174.69,3,0,0
Other,Seattle,Loyal,170.49,15,1,144.92,13,0,0
Female,Dallas,Returning,270.16,30,1,189.11,22,1,0
Female,Houston,Loyal,515.16,30,1,360.61,14,0,0
Other,Houston,Returning,106.1,25,1,79.57,20,0,0
Male,San Francisco,New,175.54,10,1,157.99,22,0,0
Male,Phoenix,Returning,102.7,50,1,51.35,18,0,0
Female,New York,VIP,86.49,10,2,155.68,18,0,1
Female,Chicago,Returning,151.35,20,1,121.08,22,0,1
Female,Miami,Returning,589.29,40,1,353.57,14,0,0
Other,Houston,New,271.17,50,1,135.58,11,0,0
Female,New York,Returning,355.98,5,1,338.18,19,1,0
Female,Miami,Loyal,471.33,20,3,1131.18,12,1,0
Female,Seattle,Loyal,8.9,10,1,8.01,5,0,0
Female,Atlanta,Returning,140.03,25,1,105.02,6,1,0
Other,Phoenix,Loyal,105.36,35,2,136.96,23,1,0
Other,Chicago,New,170.87,5,3,486.99,19,0,0
Male,Dallas,New,291.71,50,1,145.85,6,0,0
Male,Phoenix,Returning,274.87,40,2,329.84,9,0,0
Other,Seattle,Returning,293.09,5,2,556.88,7,0,1
Male,Dallas,Returning,487.14,40,1,292.28,20,0,0
Male,New York,New,328.06,20,1,262.45,21,0,0
Other,New York,Loyal,55.73,20,1,44.58,2,1,0
Other,Phoenix,Loyal,99.6,20,1,79.68,10,0,0
Other,Los Angeles,VIP,1303.16,25,1,977.37,19,0,0
Female,New York,Returning,17.38,20,1,13.9,3,0,1
Other,Phoenix,New,253.78,5,1,241.09,6,0,1
Other,Dallas,New,201.61,5,1,191.53,18,1,0
Male,Houston,Returning,227.34,50,2,227.34,1,0,0
Male,Houston,Loyal,96.91,50,1,48.46,14,0,1
Other,Miami,Loyal,460.84,30,1,322.59,2,0,0
Other,Chicago,New,1742.55,25,1,1306.91,7,0,0
